CustomerID,Total_Orders,Total_Items,Unique_Products,Total_Revenue,Avg_Order_Value
13193.0,1,50,22,117.88,117.88
13194.0,1,26,3,60.7,60.7
13196.0,4,1224,98,1797.78,449.445
13198.0,6,2648,199,3401.2400000000002,566.8733333333333
13199.0,38,6176,50,9817.12,258.34526315789475
13200.0,4,516,42,870.09,217.5225
13203.0,4,800,56,869.46,217.365
13207.0,2,130,7,250.26000000000002,125.13000000000001
13208.0,6,804,124,1223.9,203.98333333333335
13209.0,8,4253,259,5891.61,736.45125
13210.0,1,316,22,353.48,353.48
13211.0,3,874,45,1197.42,399.14000000000004
13212.0,3,310,128,788.08,262.6933333333333
13213.0,5,1360,82,1520.58,304.116
13216.0,1,297,5,333.74,333.74
13217.0,3,262,3,533.98,177.99333333333334
13218.0,1,88,5,62.63999999999999,62.63999999999999
13220.0,4,196,18,819.2900000000001,204.82250000000002
13221.0,2,244,62,847.41,423.705
13223.0,2,88,5,163.20000000000002,81.60000000000001
13224.0,2,1518,102,2155.95,1077.975
13225.0,7,3416,23,6463.84,923.4057142857143
13226.0,1,80,16,108.21000000000001,108.21000000000001
13227.0,1,99,9,257.7,257.7
13228.0,1,200,2,358.0,358.0
13229.0,1,63,10,160.95,160.95
13230.0,14,1665,396,2806.97,200.49785714285713
13232.0,7,778,147,1357.6,193.94285714285712
13233.0,2,1004,43,605.12,302.56
13235.0,1,441,53,1031.07,1031.07
13236.0,2,416,34,744.85,372.425
13238.0,4,298,21,700.73,175.1825
13239.0,1,327,21,329.56,329.56
13240.0,4,298,59,663.65,165.9125
13242.0,3,130,12,270.40000000000003,90.13333333333334
13243.0,1,233,56,600.07,600.07
13244.0,1,38,27,121.74000000000001,121.74000000000001
13245.0,1,125,16,430.5,430.5
13246.0,6,1602,110,1987.3,331.21666666666664
13247.0,4,328,18,501.12,125.28
13248.0,2,305,25,465.68,232.84
13249.0,3,546,21,711.41,237.13666666666666
13253.0,2,1572,35,1030.4,515.2
13255.0,2,177,13,399.51,199.755
13258.0,3,287,28,698.58,232.86
13259.0,1,132,77,292.32,292.32
13260.0,1,142,8,557.62,557.62
13261.0,2,210,8,944.1,472.05
13262.0,1,125,11,200.29,200.29
13263.0,35,4780,454,7454.07,212.97342857142857
13265.0,5,1752,66,2107.66,421.532
13266.0,12,4428,82,3834.2599999999998,319.52166666666665
13267.0,19,1969,93,4521.49,237.97315789473683
13268.0,11,3658,259,3214.69,292.24454545454546
13269.0,15,3514,180,5346.2300000000005,356.41533333333336
13270.0,1,200,1,590.0,590.0
13271.0,1,253,79,217.38,217.38
13272.0,2,96,15,276.56,138.28
13273.0,1,153,16,138.98,138.98
13276.0,2,161,30,590.9300000000001,295.46500000000003
13277.0,4,176,5,258.4,64.6
13278.0,1,537,46,542.73,542.73
13279.0,1,73,9,137.75,137.75
13280.0,3,522,67,814.86,271.62
13282.0,3,307,29,1132.14,377.38000000000005
13283.0,2,90,7,93.66,46.83
13284.0,1,91,13,201.19,201.19
13285.0,4,2051,160,2709.12,677.28
13291.0,1,233,41,361.11,361.11
13292.0,2,347,29,578.9399999999999,289.46999999999997
13294.0,2,453,48,873.74,436.87
13295.0,1,82,10,201.20000000000002,201.20000000000002
13296.0,1,78,5,87.4,87.4
13297.0,4,963,53,2089.85,522.4625
13298.0,1,96,2,360.0,360.0
13299.0,1,30,5,142.5,142.5
13300.0,1,203,20,371.89,371.89
13301.0,4,345,75,618.09,154.5225
13302.0,1,5,1,63.75,63.75
13304.0,1,238,21,300.42,300.42
13305.0,10,1232,50,2000.86,200.08599999999998
13307.0,1,4,1,15.0,15.0
13308.0,3,843,49,1385.51,461.83666666666664
13309.0,5,1544,83,1456.79,291.358
13310.0,3,587,66,1132.03,377.3433333333333
13311.0,2,305,26,598.57,299.285
13313.0,5,851,48,1555.32,311.06399999999996
13314.0,3,560,55,775.94,258.6466666666667
13316.0,4,6948,66,5977.7300000000005,1494.4325000000001
13317.0,6,1035,101,2273.68,378.94666666666666
13318.0,3,304,14,640.76,213.58666666666667
13319.0,26,4724,220,10845.550000000001,417.1365384615385
13320.0,4,1096,78,1548.7,387.175
13321.0,2,372,10,567.36,283.68
13322.0,1,117,25,199.48000000000002,199.48000000000002
13323.0,5,175,6,787.85,157.57
13324.0,10,5205,25,7121.95,712.1949999999999
13325.0,1,240,12,675.3,675.3
13327.0,8,1600,76,3627.77,453.47125
13328.0,1,680,17,1308.48,1308.48
13329.0,2,463,16,789.0,394.5
13330.0,3,751,38,1140.93,380.31
13332.0,1,179,21,350.9,350.9
13334.0,3,1774,209,3536.82,1178.94
13336.0,1,559,51,795.12,795.12
13338.0,1,256,19,487.02,487.02
13339.0,1,326,54,860.12,860.12
13340.0,7,5770,128,10736.48,1533.782857142857
13341.0,1,301,42,775.85,775.85
13343.0,1,135,19,353.43,353.43
13344.0,3,971,115,2543.72,847.9066666666666
13345.0,1,141,20,389.5,389.5
13347.0,1,205,8,341.36,341.36
13348.0,1,136,14,233.76,233.76
13349.0,1,225,16,247.32,247.32
13350.0,2,287,36,979.12,489.56
13351.0,1,117,16,373.94,373.94
13352.0,1,321,24,397.97999999999996,397.97999999999996
13354.0,1,604,51,743.53,743.53
13355.0,1,314,32,674.7,674.7
13356.0,1,325,42,768.24,768.24
13357.0,1,322,85,609.95,609.95
13358.0,1,285,29,439.03,439.03
13359.0,1,161,23,439.56,439.56
13362.0,4,1382,128,3090.7400000000002,772.6850000000001
13363.0,2,710,47,992.5,496.25
13364.0,1,71,10,134.95999999999998,134.95999999999998
13365.0,2,1247,122,2225.37,1112.685
13366.0,1,144,1,56.160000000000004,56.160000000000004
13368.0,2,327,29,623.4,311.7
13369.0,1,149,14,308.28000000000003,308.28000000000003
13370.0,1,343,39,754.87,754.87
13372.0,1,159,23,378.64,378.64
13373.0,3,1651,135,3312.25,1104.0833333333333
13375.0,1,442,37,778.65,778.65
13376.0,3,493,45,1019.76,339.92
13379.0,3,601,85,572.56,190.85333333333332
13381.0,6,2029,79,3639.31,606.5516666666666
13382.0,1,131,15,222.99,222.99
13384.0,7,2422,126,4151.93,593.1328571428572
13385.0,1,281,35,534.57,534.57
13388.0,2,282,35,677.1,338.55
13389.0,3,429,50,797.96,265.9866666666667
13390.0,1,224,13,544.08,544.08
13391.0,1,4,1,59.8,59.8
13394.0,8,2392,124,2520.02,315.0025
13395.0,1,336,21,307.72,307.72
13396.0,2,600,42,1360.99,680.495
13397.0,5,430,28,1544.13,308.826
13398.0,1,281,26,457.34,457.34
13402.0,2,479,32,621.23,310.615
13403.0,1,44,3,75.0,75.0
13404.0,2,111,11,252.49,126.245
13405.0,3,165,25,572.451,190.817
13408.0,62,16232,242,28117.04,453.5006451612903
13410.0,5,518,15,1003.06,200.612
13411.0,1,72,17,213.55,213.55
13414.0,3,1574,23,1390.5,463.5
13416.0,2,142,11,712.5,356.25
13417.0,2,162,26,640.83,320.415
13418.0,18,3918,225,6127.43,340.4127777777778
13419.0,1,275,16,221.06,221.06
13420.0,2,101,8,159.85,79.925
13421.0,2,1181,88,1851.08,925.54
13422.0,1,1326,127,2626.3,2626.3
13425.0,3,1123,68,1624.21,541.4033333333333
13426.0,10,2245,103,3641.32,364.132
13427.0,3,545,25,582.6,194.20000000000002
13428.0,1,156,70,218.47,218.47
13429.0,4,1390,55,1006.8,251.7
13430.0,2,751,48,679.45,339.725
13431.0,2,672,44,1269.1,634.55
13434.0,2,300,9,534.24,267.12
13435.0,7,2129,69,3809.8900000000003,544.2700000000001
13436.0,1,76,12,196.89,196.89
13437.0,7,1283,143,3408.06,486.86571428571426
13439.0,1,242,54,283.71,283.71
13441.0,1,204,13,296.64,296.64
13447.0,3,584,55,1129.14,376.38000000000005
13448.0,6,1660,138,3539.37,589.895
13449.0,1,222,19,291.88,291.88
13450.0,6,1982,32,2043.7199999999998,340.61999999999995
13451.0,5,2149,318,2976.15,595.23
13452.0,2,2,1,590.0,295.0
13453.0,2,134,16,356.97999999999996,178.48999999999998
13455.0,2,354,43,1058.34,529.17
13456.0,6,765,43,1766.72,294.4533333333333
13458.0,14,5508,246,9646.57,689.0407142857142
13460.0,2,286,16,183.44,91.72
13461.0,3,1170,15,1445.0,481.6666666666667
13462.0,1,62,9,151.5,151.5
13464.0,1,403,41,674.68,674.68
13466.0,1,259,17,307.9,307.9
13467.0,2,584,89,1083.71,541.855
13468.0,37,2589,186,5704.97,154.1883783783784
13470.0,2,100,7,165.0,82.5
13471.0,4,1590,214,2531.58,632.895
13473.0,2,266,21,422.64,211.32
13474.0,1,132,57,229.59,229.59
13475.0,4,1012,64,1431.78,357.945
13476.0,2,417,56,1238.47,619.235
13477.0,6,1021,57,1454.58,242.42999999999998
13479.0,2,134,14,300.95,150.475
13481.0,5,1142,99,1804.56,360.912
13482.0,1,116,11,184.64,184.64
13483.0,1,160,10,140.34,140.34
13484.0,1,44,8,313.8,313.8
13485.0,1,277,23,454.24,454.24
13486.0,3,669,69,1122.41,374.1366666666667
13487.0,3,265,26,575.4,191.79999999999998
13488.0,13,4518,276,8968.31,689.87
13489.0,4,560,11,449.52,112.38
13491.0,10,903,73,1215.82,121.582
13492.0,3,408,38,1269.84,423.28
13493.0,2,380,6,618.63,309.315
13494.0,1,162,18,316.26000000000005,316.26000000000005
13495.0,5,829,35,2044.8700000000001,408.97400000000005
13496.0,2,341,29,653.33,326.665
13497.0,2,163,19,348.05,174.025
13499.0,5,1365,31,1159.11,231.82199999999997
13500.0,3,609,60,1166.77,388.92333333333335
13501.0,1,560,52,1340.32,1340.32
13502.0,3,264,17,292.0,97.33333333333333
13503.0,1,248,17,216.85,216.85
13504.0,1,178,22,295.93,295.93
13505.0,4,2486,182,4393.63,1098.4075
13506.0,2,324,26,458.52,229.26
13507.0,4,1597,147,2479.16,619.79
13508.0,1,24,12,110.97,110.97
13509.0,7,1106,28,979.72,139.96
13510.0,4,1386,87,1791.56,447.89
13512.0,1,143,15,251.21,251.21
13513.0,1,109,10,205.1,205.1
13514.0,1,40,4,152.20000000000002,152.20000000000002
13515.0,4,681,50,891.12,222.78
13516.0,3,985,43,1389.41,463.1366666666667
13517.0,3,1369,125,2128.42,709.4733333333334
13518.0,1,392,36,659.4399999999999,659.4399999999999
13519.0,1,23,8,122.75,122.75
13520.0,6,1649,51,3624.35,604.0583333333333
13521.0,3,736,313,1093.65,364.55
13522.0,1,44,5,125.80000000000001,125.80000000000001
13523.0,5,1752,158,3964.88,792.976
13524.0,5,324,17,680.1800000000001,136.036
13525.0,2,394,5,628.78,314.39
13527.0,7,1692,154,2287.51,326.7871428571429
13529.0,2,74,15,307.76,153.88
13531.0,2,174,17,483.8,241.9
13532.0,1,129,66,210.31,210.31
13533.0,3,204,61,270.79,90.26333333333334
13534.0,25,2961,122,5870.08,234.8032
13536.0,7,2136,91,3448.29,492.61285714285714
13538.0,7,175,10,1280.85,182.97857142857143
13539.0,3,320,36,631.34,210.4466666666667
13544.0,2,127,76,291.41,145.705
13546.0,3,359,73,626.99,208.99666666666667
13548.0,2,441,114,682.41,341.205
13549.0,7,458,37,918.2,131.17142857142858
13551.0,1,12,4,91.80000000000001,91.80000000000001
13552.0,12,1417,83,3740.07,311.6725
13555.0,4,2660,128,4149.28,1037.32
13557.0,2,546,32,584.06,292.03
13558.0,4,344,123,605.06,151.265
13560.0,1,64,32,174.37,174.37
13561.0,1,83,14,141.85999999999999,141.85999999999999
13562.0,3,757,51,1799.33,599.7766666666666
13563.0,2,209,49,777.53,388.765
13564.0,3,661,66,1749.02,583.0066666666667
13565.0,2,172,35,240.22,120.11
13566.0,2,575,134,874.71,437.355
13568.0,1,70,41,192.85,192.85
13569.0,2,164,74,373.75,186.875
13570.0,1,161,27,239.49,239.49
13571.0,12,1759,158,2092.32,174.36
13572.0,1,534,32,1384.25,1384.25
13573.0,2,303,24,294.4,147.2
13575.0,5,449,41,732.0699999999999,146.414
13576.0,18,2646,79,6717.34,373.18555555555554
13577.0,4,791,62,1687.6000000000001,421.90000000000003
13579.0,2,176,19,467.04,233.52
13581.0,1,30,10,118.0,118.0
13583.0,1,725,53,781.03,781.03
13584.0,1,37,24,142.4,142.4
13587.0,1,180,8,712.4,712.4
13588.0,9,2606,132,2478.95,275.43888888888887
13589.0,2,114,21,379.65,189.825
13590.0,6,1848,70,1981.92,330.32
13591.0,3,485,56,1117.13,372.3766666666667
13592.0,4,84,15,247.95999999999998,61.989999999999995
13593.0,5,731,77,2037.0800000000002,407.41600000000005
13594.0,1,359,26,396.97,396.97
13596.0,2,406,133,697.04,348.52
13598.0,1,58,33,180.17000000000002,180.17000000000002
13599.0,21,3294,173,5153.67,245.41285714285715
13600.0,1,324,19,219.52,219.52
13601.0,2,548,90,693.32,346.66
13602.0,1,267,23,428.89,428.89
13603.0,1,164,27,164.34,164.34
13606.0,3,279,40,280.53999999999996,93.51333333333332
13607.0,1,290,93,678.01,678.01
13610.0,7,516,165,1131.88,161.69714285714286
13611.0,3,766,68,1171.8,390.59999999999997
13614.0,4,570,171,1610.46,402.615
13615.0,1,189,23,417.69,417.69
13617.0,3,300,31,544.18,181.39333333333332
13618.0,1,246,13,177.34,177.34
13621.0,1,343,19,213.85,213.85
13623.0,5,294,75,747.78,149.55599999999998
13626.0,1,209,19,257.23,257.23
13627.0,5,1269,83,1638.47,327.694
13629.0,11,4372,29,7792.36,708.3963636363636
13630.0,7,1391,51,2031.78,290.2542857142857
13631.0,11,467,6,3070.42,279.1290909090909
13632.0,5,1037,121,2121.27,424.254
13634.0,5,704,156,1575.16,315.03200000000004
13635.0,1,677,62,1071.03,1071.03
13636.0,5,592,57,949.12,189.824
13637.0,3,409,80,810.5,270.1666666666667
13638.0,1,93,8,122.64,122.64
13639.0,1,800,39,1033.34,1033.34
13642.0,1,173,57,354.8,354.8
13643.0,3,273,24,519.44,173.14666666666668
13644.0,4,2067,144,2624.26,656.065
13645.0,1,158,5,252.1,252.1
13647.0,4,895,67,1678.1200000000001,419.53000000000003
13649.0,2,139,23,346.6,173.3
13650.0,6,922,81,1836.34,306.0566666666667
13651.0,2,33,6,94.2,47.1
13652.0,3,578,49,1095.08,365.02666666666664
13654.0,6,2182,157,2707.33,451.22166666666664
13655.0,2,605,52,932.97,466.485
13656.0,2,490,49,379.65,189.825
13657.0,2,209,16,382.14,191.07
13658.0,5,1019,92,2639.17,527.8340000000001
13659.0,2,894,92,1573.2,786.6
13662.0,3,543,50,897.76,299.25333333333333
13663.0,1,91,13,189.47,189.47
13666.0,3,41,12,84.65,28.21666666666667
13667.0,1,154,82,305.02,305.02
13668.0,21,3742,282,6363.59,303.02809523809526
13669.0,2,237,9,218.55,109.275
13670.0,1,282,25,349.7,349.7
13672.0,2,57,4,186.39000000000001,93.19500000000001
13673.0,2,119,47,396.92,198.46
13675.0,2,330,25,486.82000000000005,243.41000000000003
13678.0,1,924,16,232.6,232.6
13680.0,4,1936,167,3722.42,930.605
13681.0,4,360,38,827.83,206.9575
13682.0,1,10,3,59.5,59.5
13684.0,1,39,29,67.23,67.23
13685.0,7,5056,29,3119.44,445.63428571428574
13686.0,1,70,8,72.0,72.0
13689.0,1,512,6,910.0,910.0
13690.0,1,67,9,172.25,172.25
13692.0,3,1226,48,1488.32,496.1066666666666
13694.0,50,63312,369,65039.62,1300.7924
13695.0,15,1603,47,2504.13,166.942
13697.0,1,177,12,151.29999999999998,151.29999999999998
13699.0,1,66,14,308.58000000000004,308.58000000000004
13700.0,10,2304,139,2265.12,226.512
13703.0,1,10,1,99.5,99.5
13704.0,9,1531,111,2308.06,256.4511111111111
13705.0,3,363,25,711.86,237.28666666666666
13706.0,1,189,20,330.79,330.79
13707.0,2,351,48,806.41,403.205
13708.0,1,306,49,296.88,296.88
13709.0,13,3516,252,6328.05,486.7730769230769
13710.0,1,176,8,180.48,180.48
13711.0,2,140,11,252.06,126.03
13712.0,1,352,10,228.84,228.84
13715.0,5,563,89,1079.34,215.868
13716.0,1,138,21,138.28,138.28
13717.0,6,1959,92,1445.01,240.835
13718.0,2,173,9,306.55,153.275
13719.0,5,609,56,1041.68,208.336
13720.0,4,501,42,799.9,199.975
13721.0,1,316,28,524.14,524.14
13722.0,3,1401,75,2375.41,791.8033333333333
13723.0,1,43,6,199.85000000000002,199.85000000000002
13725.0,8,806,95,1980.56,247.57
13726.0,2,1054,39,1079.6599999999999,539.8299999999999
13727.0,2,162,19,333.48,166.74
13728.0,6,458,39,1016.14,169.35666666666665
13730.0,2,488,38,752.6,376.3
13731.0,2,278,36,610.59,305.295
13732.0,1,498,33,491.86,491.86
13735.0,4,1130,158,2885.2400000000002,721.3100000000001
13736.0,2,497,167,731.9,365.95
13737.0,1,125,29,339.59999999999997,339.59999999999997
13739.0,1,54,3,216.9,216.9
13740.0,1,425,23,350.75,350.75
13741.0,3,218,34,668.4300000000001,222.81000000000003
13742.0,12,1124,200,3131.02,260.91833333333335
13743.0,7,1776,9,1341.6,191.65714285714284
13744.0,2,1249,54,1156.36,578.18
13745.0,1,496,25,300.04,300.04
13747.0,1,8,1,79.6,79.6
13748.0,5,439,24,948.25,189.65
13750.0,5,516,20,1647.26,329.452
13751.0,1,152,9,296.25,296.25
13752.0,6,876,64,1186.28,197.71333333333334
13753.0,1,512,35,741.26,741.26
13754.0,2,214,11,282.59999999999997,141.29999999999998
13755.0,9,1264,231,2161.35,240.14999999999998
13756.0,14,3188,66,5189.52,370.68
13758.0,7,1844,104,3190.55,455.79285714285714
13759.0,2,287,24,659.4100000000001,329.70500000000004
13760.0,2,197,50,286.79,143.395
13761.0,2,642,68,1070.65,535.325
13762.0,1,272,7,306.72,306.72
13763.0,1,728,15,1714.96,1714.96
13764.0,3,932,184,1521.76,507.25333333333333
13767.0,37,7322,55,17220.36,465.41513513513513
13769.0,10,1163,74,2796.51,279.651
13771.0,4,1477,115,2634.45,658.6125
13772.0,3,546,141,1132.13,377.3766666666667
13774.0,1,192,22,345.0,345.0
13777.0,33,12897,36,25977.16,787.1866666666666
13778.0,1,70,9,178.7,178.7
13780.0,2,318,56,360.01,180.005
13781.0,1,30,17,127.84,127.84
13782.0,6,371,98,912.0,152.0
13784.0,11,2493,9,2462.79,223.89
13786.0,1,136,7,230.39999999999998,230.39999999999998
13787.0,2,337,24,309.04,154.52
13790.0,1,748,45,348.8,348.8
13791.0,2,1200,7,1516.0,758.0
13792.0,2,92,13,195.55,97.775
13798.0,57,23948,116,37153.85,651.8219298245614
13799.0,2,402,32,688.86,344.43
13800.0,1,331,33,558.32,558.32
13801.0,1,168,23,324.8,324.8
13802.0,3,2572,55,4599.42,1533.14
13803.0,1,121,17,277.07,277.07
13804.0,7,1498,124,2635.79,376.5414285714286
13805.0,2,1900,10,924.6,462.3
13806.0,1,56,10,256.38,256.38
13807.0,1,36,7,112.6,112.6
13808.0,5,782,70,1747.66,349.53200000000004
13809.0,1,29,11,155.05,155.05
13810.0,3,312,32,1499.01,499.67
13811.0,3,68,7,814.5,271.5
13812.0,3,333,33,539.0,179.66666666666666
13813.0,4,552,54,1366.8600000000001,341.71500000000003
13814.0,2,864,38,1579.12,789.56
13815.0,4,2560,135,4027.36,1006.84
13816.0,2,269,25,571.6700000000001,285.83500000000004
13817.0,2,211,20,382.98,191.49
13819.0,3,1109,26,1140.35,380.1166666666666
13821.0,2,153,51,385.64,192.82
13822.0,2,611,90,632.0,316.0
13823.0,2,439,39,957.66,478.83
13824.0,5,768,35,1698.94,339.788
13826.0,1,82,10,189.5,189.5
13827.0,3,141,83,412.05,137.35
13828.0,1,311,15,209.49,209.49
13831.0,6,745,59,2202.99,367.16499999999996
13832.0,1,28,3,52.199999999999996,52.199999999999996
13833.0,1,118,28,384.8,384.8
13835.0,4,442,48,834.57,208.6425
13837.0,2,183,17,271.24,135.62
13838.0,4,263,144,691.73,172.9325
13841.0,1,100,1,85.0,85.0
13842.0,9,1768,155,3385.62,376.18
13844.0,1,196,20,361.62,361.62
13845.0,1,182,9,312.98,312.98
13846.0,3,388,55,865.0600000000001,288.35333333333335
13848.0,3,3700,3,1255.0,418.3333333333333
13849.0,2,1016,97,1537.95,768.975
13850.0,1,944,93,1595.48,1595.48
13851.0,3,1705,77,2651.46,883.82
13853.0,1,312,23,1090.14,1090.14
13854.0,25,2296,39,8109.5199999999995,324.38079999999997
13856.0,3,494,10,388.5,129.5
13858.0,1,75,11,216.17,216.17
13859.0,1,129,27,201.16,201.16
13860.0,5,591,58,1245.9,249.18
13862.0,8,1688,98,2209.36,276.17
13863.0,1,224,20,305.78,305.78
13865.0,4,204,26,501.56,125.39
13866.0,1,57,7,145.67000000000002,145.67000000000002
13867.0,3,513,51,1015.29,338.43
13868.0,2,1964,32,3192.54,1596.27
13869.0,4,1721,235,3104.95,776.2375
13870.0,8,1325,91,2770.94,346.3675
13871.0,13,2806,160,6403.25,492.5576923076923
13873.0,3,140,21,389.6,129.86666666666667
13874.0,1,180,18,540.45,540.45
13875.0,5,1316,82,1786.79,357.358
13876.0,1,36,7,122.7,122.7
13877.0,1,108,3,117.24,117.24
13878.0,1,475,35,1281.53,1281.53
13880.0,13,1842,126,3219.77,247.67461538461538
13881.0,20,10118,72,17159.52,857.976
13882.0,5,953,54,1191.13,238.22600000000003
13883.0,5,1436,110,2674.48,534.896
13884.0,5,300,47,787.6,157.52
13885.0,2,182,28,506.8,253.4
13886.0,1,126,16,243.56,243.56
13887.0,1,147,19,349.55,349.55
13888.0,2,258,38,605.63,302.815
13889.0,1,146,15,416.90000000000003,416.90000000000003
13890.0,10,831,74,1883.8100000000002,188.38100000000003
13892.0,4,983,26,632.97,158.2425
13893.0,1,190,21,821.1,821.1
13894.0,3,354,25,564.62,188.20666666666668
13895.0,4,1365,98,2593.07,648.2675
13897.0,1,200,17,311.16,311.16
13898.0,1,133,12,155.93,155.93
13899.0,2,156,19,388.52,194.26
13900.0,3,430,42,740.95,246.98333333333335
13901.0,5,1739,144,2867.2,573.4399999999999
13904.0,2,332,24,332.64,166.32
13908.0,4,1478,104,2369.55,592.3875
13911.0,9,2731,120,2580.91,286.7677777777778
13914.0,2,380,29,626.45,313.225
13917.0,2,228,16,272.04,136.02
13918.0,2,1140,30,1212.8400000000001,606.4200000000001
13919.0,2,474,24,384.81,192.405
13922.0,1,93,7,172.25,172.25
13923.0,1,185,20,351.13,351.13
13924.0,6,1575,90,1838.8500000000001,306.475
13925.0,4,331,28,678.25,169.5625
13926.0,1,104,11,223.85000000000002,223.85000000000002
13927.0,1,214,21,348.99,348.99
13928.0,4,129,23,464.57,116.1425
13929.0,2,143,8,842.65,421.325
13930.0,2,274,15,337.34,168.67
13931.0,2,725,56,1237.53,618.765
13932.0,1,72,16,307.4,307.4
13933.0,2,205,23,608.7900000000001,304.39500000000004
13934.0,1,390,31,922.1,922.1
13936.0,1,330,26,376.58,376.58
13937.0,1,123,9,158.85,158.85
13938.0,1,70,7,71.66,71.66
13939.0,3,847,43,568.55,189.51666666666665
13940.0,4,516,39,839.14,209.785
13941.0,5,2364,25,5112.96,1022.592
13946.0,3,443,11,561.5699999999999,187.18999999999997
13947.0,1,44,5,90.6,90.6
13948.0,1,40,3,102.0,102.0
13949.0,6,2474,124,2427.32,404.55333333333334
13950.0,4,323,33,745.06,186.265
13951.0,3,459,38,674.45,224.8166666666667
13952.0,2,1431,120,3251.071,1625.5355
13953.0,7,2724,8,3515.68,502.23999999999995
13954.0,2,150,24,439.92,219.96
13955.0,2,154,33,322.96,161.48
13956.0,5,491,123,1026.42,205.28400000000002
13959.0,3,357,79,598.2,199.4
13960.0,2,142,11,230.22,115.11
13962.0,2,87,11,169.55,84.775
13963.0,4,460,35,664.54,166.135
13967.0,1,42,2,80.7,80.7
13969.0,18,4542,339,9053.94,502.99666666666667
13971.0,8,1844,118,2758.26,344.7825
13972.0,2,187,15,190.25,95.125
13973.0,1,109,11,264.7,264.7
13974.0,1,249,28,413.59000000000003,413.59000000000003
13975.0,6,1732,241,2526.28,421.0466666666667
13976.0,1,154,10,357.98,357.98
13978.0,2,315,14,196.79000000000002,98.39500000000001
13979.0,1,639,54,869.87,869.87
13980.0,1,172,11,200.14,200.14
13982.0,4,1136,72,1871.81,467.9525
13983.0,12,1183,92,2603.43,216.9525
13984.0,5,679,14,920.51,184.102
13985.0,15,3445,109,7060.13,470.67533333333336
13986.0,1,430,12,320.46,320.46
13988.0,6,3044,188,4147.96,691.3266666666667
13989.0,2,1313,33,1266.08,633.04
13990.0,1,190,16,311.3,311.3
13991.0,6,998,59,855.97,142.66166666666666
13992.0,1,64,5,76.8,76.8
13993.0,9,900,66,3466.36,385.1511111111111
13994.0,6,940,122,2313.14,385.5233333333333
13995.0,5,879,56,1393.69,278.738
13999.0,12,2243,104,3901.81,325.1508333333333
14000.0,1,710,15,635.66,635.66
14001.0,3,962,34,2043.0800000000002,681.0266666666668
14002.0,2,877,47,529.73,264.865
14004.0,7,2668,104,4582.64,654.6628571428572
14005.0,5,2478,53,2874.72,574.944
14006.0,3,641,23,962.19,320.73
14009.0,2,365,42,695.61,347.805
14012.0,1,160,11,328.8,328.8
14013.0,3,462,30,473.02,157.67333333333332
14014.0,1,1076,39,505.18,505.18
14015.0,1,378,20,917.34,917.34
14016.0,4,2125,154,4341.21,1085.3025
14019.0,3,1037,38,1421.61,473.86999999999995
14020.0,2,441,37,642.8,321.4
14021.0,3,192,22,631.9,210.63333333333333
14022.0,1,487,28,440.0,440.0
14023.0,2,345,30,584.07,292.035
14024.0,2,150,16,327.7,163.85
14027.0,1,62,6,104.82,104.82
14029.0,2,198,15,467.66,233.83
14030.0,8,1479,210,2360.09,295.01125
14031.0,19,5788,119,17286.86,909.8347368421053
14032.0,11,2032,56,2975.59,270.5081818181818
14034.0,3,423,82,651.8199999999999,217.2733333333333
14035.0,5,739,42,1428.02,285.604
14036.0,1,268,38,626.65,626.65
14037.0,2,46,27,147.20000000000002,73.60000000000001
14038.0,3,965,66,1560.38,520.1266666666667
14039.0,1,92,6,152.2,152.2
14040.0,12,1554,149,3614.92,301.24333333333334
14041.0,1,94,21,141.41,141.41
14044.0,4,308,167,652.82,163.205
14045.0,4,535,4,1659.75,414.9375
14046.0,1,460,14,154.99,154.99
14047.0,5,381,22,1308.6100000000001,261.72200000000004
14048.0,1,288,83,409.93,409.93
14049.0,4,3870,349,5681.72,1420.43
14050.0,2,689,49,746.36,373.18
14051.0,23,3756,54,15610.390000000001,678.7126086956522
14052.0,1,89,56,225.36,225.36
14053.0,2,215,2,260.25,130.125
14054.0,1,62,6,92.46,92.46
14055.0,1,216,10,725.6400000000001,725.6400000000001
14056.0,23,4273,331,8214.65,357.1586956521739
14057.0,17,4876,180,6217.96,365.76235294117646
14059.0,1,128,8,183.6,183.6
14060.0,19,5386,88,6140.42,323.18
14062.0,12,5593,62,10464.85,872.0708333333333
14064.0,5,1788,59,1353.74,270.748
14066.0,1,45,7,152.55,152.55
14067.0,2,361,51,374.7,187.35
14068.0,1,73,22,265.85,265.85
14071.0,8,995,271,1438.82,179.8525
14073.0,1,130,13,151.04,151.04
14075.0,3,754,33,942.26,314.08666666666664
14076.0,1,81,43,122.47,122.47
14077.0,5,268,33,499.41999999999996,99.88399999999999
14078.0,6,310,46,1049.37,174.89499999999998
14079.0,1,301,12,375.1,375.1
14080.0,1,48,4,45.599999999999994,45.599999999999994
14081.0,2,596,126,934.52,467.26
14082.0,1,110,28,182.25,182.25
14083.0,9,732,162,1018.43,113.15888888888888
14085.0,18,3184,274,4448.54,247.14111111111112
14087.0,1,251,61,194.42,194.42
14088.0,13,12665,381,50491.81,3883.9853846153846
14089.0,1,134,13,161.0,161.0
14090.0,1,72,1,76.32000000000001,76.32000000000001
14092.0,14,2066,117,4076.91,291.2078571428571
14093.0,1,406,95,442.85,442.85
14096.0,17,16352,1129,65164.79,3833.2229411764706
